,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race
572,572,More than 1000,1,1,2,0,0,0,1,1,2,0,0,0,6.0,3.0,-1,-1,-1,,1,0,0,0,40.0,0,
573,573,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,0,-1,42.0,0,White
574,574,More than 1000,0,1,1,0,1,1,2,1,2,1,0,1,8.0,5.0,-1,-1,-1,,1,1,1,1,27.0,non binary,White
575,575,6-25,1,1,2,0,0,0,2,1,2,0,2,0,4.0,3.0,-1,-1,-1,,1,1,2,0,40.0,0,
576,576,More than 1000,0,1,1,1,1,1,1,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,38.0,genderqueer demigirl,White
577,577,500-1000,1,1,1,1,1,1,1,1,1,1,2,1,7.0,5.0,-1,-1,-1,,1,1,1,0,34.0,0,White
578,578,26-100,1,0,1,1,0,0,2,0,0,0,2,0,8.0,4.0,-1,-1,-1,,1,1,2,1,27.0,1,White
579,579,More than 1000,0,1,1,0,0,2,2,1,2,0,0,0,8.0,6.0,-1,-1,-1,,0,1,0,0,34.0,0,White
580,580,26-100,1,1,0,-1,0,0,2,0,2,0,2,0,3.0,0.0,-1,-1,-1,,0,0,1,0,26.0,0,White
581,581,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,2,33.0,1,White
582,582,100-500,1,1,1,0,0,1,1,0,1,1,1,1,7.0,4.0,-1,-1,-1,,1,1,1,0,39.0,0,White
583,583,100-500,0,1,0,-1,1,1,2,0,1,1,1,0,3.0,3.0,-1,-1,-1,,-1,1,1,0,33.0,genderqueer/non-binary,
584,584,500-1000,0,1,1,1,0,0,2,1,0,1,2,1,7.0,1.0,-1,-1,-1,,1,1,1,0,37.0,1,White
585,585,26-100,0,1,2,0,1,2,2,1,2,0,0,0,5.0,5.0,-1,-1,-1,,0,0,2,-1,30.0,0,White
586,586,6-25,1,1,0,-1,0,0,2,2,2,0,1,0,3.0,3.0,-1,-1,-1,,0,0,1,0,22.0,0,
587,587,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,-1,29.0,0,Black or African American
588,588,6-25,1,1,2,-1,0,2,2,0,1,0,1,0,6.0,8.0,-1,-1,-1,,0,0,0,-1,51.0,1,
589,589,More than 1000,0,1,1,1,2,2,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,1,1,24.0,0,White
590,590,More than 1000,1,1,1,0,0,1,1,1,2,0,0,0,6.0,6.0,-1,-1,-1,,1,1,2,0,37.0,0,White
591,591,500-1000,0,1,1,1,0,1,1,1,1,0,1,0,9.0,9.0,-1,-1,-1,,0,0,0,0,46.0,0,White
592,592,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,1,1,1,43.0,0,
593,593,More than 1000,0,1,1,1,0,0,2,0,2,1,0,0,2.0,2.0,-1,-1,-1,,1,1,2,-1,50.0,0,White
594,594,100-500,1,1,1,0,2,1,2,1,1,0,2,1,6.0,5.0,-1,-1,-1,,1,1,1,0,30.0,0,White
595,595,26-100,1,1,2,-1,0,0,2,0,1,1,1,0,0.0,5.0,-1,-1,-1,,0,0,1,-1,27.0,0,White
596,596,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,0,0,0,-1,31.0,0,
597,597,More than 1000,1,1,1,1,2,2,2,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,-1,32.0,0,White
598,598,6-25,1,1,1,1,0,0,2,1,1,1,0,0,0.0,0.0,-1,-1,-1,,1,1,1,-1,34.0,0,White
599,599,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,49.0,0,White
600,600,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,1,0,2,-1,37.0,0,
601,601,500-1000,1,1,1,1,0,1,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,1,0,35.0,cis-female,White
602,602,100-500,1,1,-1,-1,0,0,2,1,2,0,1,1,7.0,6.0,-1,-1,-1,,1,1,2,-1,33.0,nonbinary,
603,603,26-100,1,1,0,0,1,0,1,1,0,1,1,0,7.0,9.0,-1,-1,-1,,0,0,0,0,32.0,0,
604,604,More than 1000,0,1,1,1,1,1,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,0,31.0,0,White
605,605,More than 1000,0,1,1,1,0,0,1,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,1,33.0,0,White
606,606,More than 1000,1,1,1,1,0,0,2,1,0,0,0,0,3.0,0.0,-1,-1,-1,,2,1,1,-1,40.0,1,White
607,607,500-1000,1,1,1,1,0,1,2,1,1,0,1,0,7.0,7.0,-1,-1,-1,,0,0,1,0,40.0,0,White
608,608,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,0,0,0,2,56.0,0,White
609,609,26-100,1,1,1,1,0,0,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,28.0,nonbinary,White
610,610,1-5,0,1,2,0,0,0,2,1,0,0,0,0,6.0,3.0,-1,-1,-1,,0,0,2,0,25.0,0,White
611,611,6-25,1,1,1,1,1,1,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,48.0,0,White
612,612,More than 1000,0,1,1,1,1,1,2,1,2,1,2,1,7.0,5.0,-1,-1,-1,,1,1,1,1,43.0,cis female,White
613,613,26-100,1,1,1,1,0,0,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,0,0,1,2,29.0,0,White
614,614,More than 1000,0,1,-1,-1,1,1,2,0,2,1,1,0,10.0,7.0,-1,-1,-1,,1,1,2,0,36.0,nonbinary,White
615,615,100-500,1,1,1,1,0,2,1,1,2,1,2,1,9.0,4.0,-1,-1,-1,,1,1,1,0,34.0,0,White
616,616,26-100,1,0,-1,1,0,2,2,1,2,0,2,0,8.0,7.0,-1,-1,-1,,1,1,2,1,31.0,1,White
617,617,More than 1000,1,1,1,0,2,0,2,0,2,0,1,0,7.0,7.0,-1,-1,-1,,0,0,0,0,33.0,0,
618,618,More than 1000,0,1,1,1,1,1,2,1,0,0,0,0,6.0,6.0,-1,-1,-1,,1,1,2,-1,49.0,0,White
619,619,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,1,2,38.0,0,
620,620,6-25,1,1,0,0,0,0,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,30.0,1,
621,621,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,-1,1,1,-1,36.0,0,
622,622,100-500,0,1,1,1,1,1,2,1,0,0,2,0,5.0,5.0,-1,-1,-1,,2,1,1,-1,32.0,woman,White
623,623,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,0,1,0,36.0,0,White
624,624,100-500,1,1,1,0,0,0,2,1,0,0,2,0,8.0,4.0,-1,-1,-1,,1,1,0,-1,40.0,1,White
625,625,26-100,1,1,0,-1,0,0,2,1,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,0,0,28.0,0,
626,626,More than 1000,1,1,0,0,2,2,2,1,0,0,0,0,8.0,4.0,-1,-1,-1,,0,0,0,0,21.0,1,
627,627,500-1000,1,1,1,1,1,1,2,0,2,0,1,1,7.0,5.0,-1,-1,-1,,1,1,1,-1,46.0,0,White
628,628,6-25,1,1,-1,-1,0,0,2,1,2,0,2,0,10.0,6.0,-1,-1,-1,,1,1,1,0,20.0,0,
629,629,More than 1000,0,1,1,1,2,1,2,1,1,1,2,1,8.0,6.0,-1,-1,-1,,1,1,2,0,30.0,0,White
630,630,100-500,1,1,2,0,1,2,2,0,1,0,2,0,8.0,8.0,-1,-1,-1,,1,1,0,0,44.0,1,White
631,631,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,0,34.0,0,
632,632,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,-1,38.0,1,White
633,633,6-25,1,1,2,0,2,0,2,1,2,0,2,0,7.0,5.0,-1,-1,-1,,1,1,2,1,35.0,0,White
634,634,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,76-100%,1,0,1,-1,45.0,1,White
635,635,100-500,1,1,2,0,0,0,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,35.0,0,
636,636,6-25,1,1,1,0,0,0,2,1,2,0,2,0,10.0,8.0,-1,-1,-1,,0,0,0,0,30.0,0,White
637,637,100-500,1,1,2,0,0,2,1,1,1,0,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,22.0,1,Asian
638,638,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,0,0,1,1,33.0,0,White
639,639,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,0,,1,0,2,-1,30.0,0,
640,640,100-500,1,1,1,1,0,1,2,1,0,0,2,0,7.0,7.0,-1,-1,-1,,0,0,1,-1,41.0,0,White
641,641,26-100,1,1,2,0,2,2,2,1,2,0,0,0,4.0,4.0,-1,-1,-1,,0,0,0,1,32.0,0,White
642,642,100-500,1,1,1,1,0,2,2,1,1,0,2,0,8.0,8.0,-1,-1,-1,,0,0,0,-1,48.0,0,White
643,643,26-100,1,1,1,-1,0,0,2,1,0,0,2,1,8.0,0.0,-1,-1,-1,,1,1,1,1,32.0,0,
644,644,500-1000,0,1,2,0,0,2,2,1,0,0,2,0,8.0,5.0,-1,-1,-1,,1,0,2,-1,30.0,0,White
645,645,26-100,0,1,1,0,0,0,1,1,1,1,2,1,7.0,3.0,-1,-1,-1,,1,1,1,0,45.0,1,White
646,646,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,31.0,1,White
647,647,26-100,1,1,0,0,0,0,2,1,0,0,2,0,3.0,0.0,-1,-1,-1,,2,0,0,-1,32.0,\-,
648,648,More than 1000,0,1,2,0,0,0,2,0,1,0,1,1,9.0,0.0,-1,-1,-1,,0,1,2,0,30.0,0,White
649,649,6-25,1,1,1,0,0,0,2,1,0,0,2,0,3.0,3.0,-1,-1,-1,,1,1,2,-1,32.0,0,White
650,650,100-500,1,1,1,1,0,0,2,1,0,0,2,1,5.0,4.0,-1,-1,-1,,1,1,1,2,37.0,1,White
651,651,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,0,1,1,30.0,0,White
652,652,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,0,31.0,trans woman,
653,653,6-25,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0.0,-1,-1,-1,,1,1,0,0,30.0,0,White
654,654,100-500,1,1,0,-1,0,0,0,1,2,0,2,0,7.0,3.0,-1,-1,-1,,2,1,2,0,35.0,1,
655,655,More than 1000,1,1,1,0,2,2,2,1,2,0,2,1,7.0,5.0,-1,-1,-1,,0,1,2,0,37.0,0,White
656,656,26-100,1,1,0,1,0,0,1,1,2,1,1,0,5.0,4.0,-1,-1,-1,,1,1,1,-1,26.0,0,
657,657,26-100,1,1,1,1,0,0,2,0,2,0,2,0,3.0,3.0,-1,-1,-1,,1,1,1,2,50.0,0,White
658,658,6-25,1,1,2,0,0,0,2,1,2,0,0,0,2.0,2.0,-1,-1,-1,,1,0,2,2,32.0,0,White
659,659,100-500,1,1,2,0,2,1,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,0,32.0,0,White
660,660,1-5,1,1,-1,-1,0,0,0,1,2,0,2,0,2.0,2.0,-1,-1,-1,,0,0,0,-1,23.0,0,White
661,661,26-100,1,1,2,0,2,1,2,1,0,0,2,1,5.0,4.0,-1,-1,-1,,1,1,1,2,40.0,1,More than one of the above
662,662,1-5,1,1,2,0,0,2,2,1,2,0,2,0,0.0,0.0,-1,-1,-1,,0,0,0,-1,36.0,0,White
663,663,26-100,1,0,2,0,2,0,2,0,2,1,1,1,5.0,5.0,-1,-1,-1,,1,0,1,0,24.0,1,White
664,664,6-25,1,1,1,0,0,2,2,1,1,0,2,1,7.0,7.0,-1,-1,-1,,0,0,0,-1,29.0,1,White
665,665,26-100,1,1,1,0,0,2,2,1,2,0,1,0,6.0,2.0,-1,-1,-1,,0,0,2,-1,28.0,0,White
666,666,26-100,1,1,0,1,0,2,1,0,1,1,0,0,8.0,6.0,-1,-1,-1,,1,0,0,0,51.0,0,White
667,667,26-100,1,1,2,0,0,2,1,0,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,1,0,36.0,0,White
668,668,26-100,1,1,1,0,0,1,1,1,2,0,2,0,6.0,6.0,-1,-1,-1,,0,0,0,0,40.0,0,White
669,669,100-500,1,1,1,0,0,1,2,1,0,0,2,0,8.0,5.0,-1,-1,-1,,1,1,2,-1,39.0,0,
670,670,100-500,1,1,2,0,2,2,2,0,1,0,2,0,6.0,7.0,-1,-1,-1,,0,0,0,0,32.0,1,
671,671,100-500,0,1,0,0,1,0,0,1,0,0,0,0,5.0,1.0,-1,-1,-1,,1,0,1,0,45.0,0,White
672,672,500-1000,1,1,2,0,2,2,2,0,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,1,0,39.0,0,White
673,673,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,51-75%,1,1,2,-1,33.0,0,White
674,674,More than 1000,1,1,1,1,1,1,1,1,2,0,2,1,7.0,5.0,-1,-1,-1,,1,1,2,-1,46.0,0,White
675,675,26-100,1,1,2,0,0,2,2,1,0,0,2,0,6.0,3.0,-1,-1,-1,,1,0,2,0,34.0,0,White
676,676,6-25,1,1,2,-1,0,0,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,0,0,1,0,30.0,0,
677,677,6-25,1,1,-1,-1,0,0,2,0,1,1,1,0,10.0,10.0,-1,-1,-1,,1,1,1,0,31.0,0,White
678,678,26-100,1,1,1,1,0,0,0,1,0,0,0,0,8.0,4.0,-1,-1,-1,,1,1,1,1,28.0,0,White
679,679,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,0,31.0,0,
680,680,100-500,0,1,1,1,0,0,1,1,2,1,2,1,2.0,2.0,-1,-1,-1,,0,1,0,-1,32.0,0,
681,681,More than 1000,1,1,2,0,2,2,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,2,39.0,0,White
682,682,More than 1000,1,1,1,0,1,1,1,0,1,1,1,1,5.0,4.0,-1,-1,-1,,0,0,1,0,45.0,1,White
683,683,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,2,0,0,1,26.0,0,White
684,684,More than 1000,1,1,1,1,1,1,1,0,2,1,2,1,8.0,8.0,-1,-1,-1,,0,1,2,0,36.0,1,White
685,685,500-1000,1,1,1,0,0,0,2,0,2,0,1,1,2.0,2.0,-1,-1,-1,,1,1,2,2,26.0,0,White
686,686,6-25,1,1,2,0,0,0,2,1,1,0,2,0,0.0,5.0,-1,-1,-1,,2,1,2,0,55.0,1,White
687,687,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,1,32.0,1,
688,688,More than 1000,1,1,1,0,0,0,2,0,0,0,2,1,8.0,0.0,-1,-1,-1,,1,1,1,2,40.0,transfeminine,White
689,689,More than 1000,0,1,2,0,0,0,2,1,2,0,0,1,7.0,3.0,-1,-1,-1,,1,1,1,0,27.0,1,White
690,690,More than 1000,0,1,1,1,2,1,1,1,2,0,2,1,10.0,7.0,-1,-1,-1,,1,1,1,0,45.0,1,White
691,691,26-100,1,1,0,0,0,0,2,0,1,0,1,0,5.0,0.0,-1,-1,-1,,1,1,0,2,34.0,1,White
692,692,500-1000,0,1,2,0,0,0,2,1,1,0,0,0,3.0,3.0,-1,-1,-1,,0,0,1,1,31.0,0,White
693,693,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,1,1,1,29.0,1,
694,694,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,0,0,-1,31.0,0,
695,695,100-500,0,1,1,1,0,2,2,1,1,0,0,0,9.0,9.0,-1,-1,-1,,1,1,0,0,40.0,0,White
696,696,26-100,0,1,1,1,0,0,1,1,1,1,2,1,5.0,2.0,-1,-1,-1,,0,0,1,-1,41.0,0,White
697,697,100-500,1,1,2,0,0,2,2,0,2,0,2,0,8.0,6.0,-1,-1,-1,,0,0,0,-1,39.0,0,White
698,698,6-25,1,1,1,1,0,2,2,1,0,0,0,0,7.0,0.0,-1,-1,-1,,0,0,0,0,39.0,0,White
699,699,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,35.0,1,White
700,700,More than 1000,1,1,2,0,0,2,2,0,2,0,2,0,5.0,3.0,-1,-1,-1,,0,0,2,-1,37.0,0,White
701,701,6-25,0,1,1,0,1,0,1,1,0,0,1,0,8.0,0.0,-1,-1,-1,,0,0,0,1,32.0,0,
702,702,100-500,1,1,2,-1,2,2,2,1,2,0,2,0,8.0,8.0,-1,-1,-1,,0,0,1,-1,24.0,0,
703,703,More than 1000,1,1,-1,-1,2,2,2,0,1,0,1,1,9.0,9.0,-1,-1,-1,,1,1,0,2,40.0,1,
704,704,26-100,0,0,1,0,0,0,2,0,0,0,1,1,0.0,4.0,-1,-1,-1,,1,1,1,0,25.0,cis-male,White
705,705,26-100,1,1,1,1,0,1,1,0,2,1,2,0,5.0,7.0,-1,-1,-1,,0,0,0,-1,49.0,0,
706,706,100-500,0,1,2,0,0,0,2,0,2,1,2,1,3.0,3.0,-1,-1,-1,,1,1,1,2,28.0,0,White
707,707,6-25,1,1,-1,-1,0,2,2,1,2,1,1,1,8.0,7.0,-1,-1,-1,,0,1,1,0,22.0,0,White
708,708,More than 1000,1,1,1,0,0,1,2,1,1,0,0,0,7.0,5.0,-1,-1,-1,,0,0,0,-1,41.0,0,I prefer not to answer
709,709,26-100,1,1,0,-1,0,2,2,0,1,0,2,0,5.0,3.0,-1,-1,-1,,0,0,0,0,36.0,0,White
710,710,1-5,1,1,2,0,0,2,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,0,0,32.0,0,White
711,711,500-1000,0,1,2,0,0,0,1,1,1,0,2,0,7.0,3.0,-1,-1,-1,,-1,1,1,0,23.0,0,White
712,712,100-500,1,1,1,1,0,2,1,1,1,1,2,1,8.0,7.0,-1,-1,-1,,1,1,1,0,53.0,0,White
713,713,100-500,1,1,1,1,0,0,1,1,0,1,1,1,7.0,3.0,-1,-1,-1,,1,1,1,0,34.0,0,White
714,714,More than 1000,0,1,0,1,1,0,1,1,0,0,0,1,5.0,3.0,-1,-1,-1,,1,1,1,1,30.0,0,White
715,715,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,-1,23.0,0,White
716,716,100-500,1,1,2,0,0,2,2,0,1,0,2,0,7.0,5.0,-1,-1,-1,,1,1,1,2,30.0,0,White
717,717,6-25,1,1,1,1,0,1,1,1,1,0,2,1,10.0,5.0,-1,-1,-1,,1,1,1,1,22.0,1,More than one of the above
718,718,26-100,1,1,2,0,0,0,2,1,1,1,2,1,3.0,3.0,-1,-1,-1,,1,1,2,0,27.0,1,White
719,719,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,-1,47.0,-1,
720,720,6-25,1,1,1,1,1,0,1,1,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,1,33.0,1,White
721,721,26-100,1,1,1,1,0,1,2,1,0,0,2,0,4.0,5.0,-1,-1,-1,,0,0,1,2,28.0,0,White
722,722,26-100,1,1,1,0,0,2,2,0,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,1,0,36.0,0,White
723,723,6-25,1,1,2,0,0,2,1,1,1,0,1,1,10.0,8.0,-1,-1,-1,,2,0,1,0,25.0,1,White
724,724,More than 1000,0,1,-1,0,0,0,2,1,0,0,2,0,8.0,5.0,-1,-1,-1,,2,1,1,-1,30.0,1,White
725,725,More than 1000,0,1,1,0,0,1,2,1,1,0,2,0,7.0,3.0,-1,-1,-1,,0,0,1,-1,39.0,0,White
726,726,100-500,1,1,1,0,2,0,2,1,2,1,1,1,9.0,6.0,-1,-1,-1,,2,1,2,0,31.0,-1,White
727,727,More than 1000,0,1,1,1,1,1,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,1,1,48.0,0,White
728,728,100-500,1,1,2,0,0,2,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,2,0,43.0,0,White
729,729,More than 1000,1,1,1,0,0,0,0,1,2,0,0,0,6.0,3.0,-1,-1,-1,,2,0,2,-1,35.0,0,White
730,730,100-500,0,1,1,0,1,0,2,1,2,0,2,1,10.0,0.0,-1,-1,-1,,1,1,1,1,31.0,1,White
731,731,26-100,1,1,0,-1,0,0,0,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,0,2,0,28.0,0,
732,732,1-5,1,1,2,-1,0,2,2,1,2,0,2,0,7.0,5.0,-1,-1,-1,,0,0,0,0,27.0,0,White
733,733,1-5,1,1,2,0,0,2,2,1,1,0,1,0,8.0,8.0,-1,-1,-1,,1,1,0,0,28.0,0,White
734,734,500-1000,1,1,1,1,2,1,1,1,0,0,2,0,9.0,5.0,-1,-1,-1,,1,1,2,0,43.0,1,White
735,735,More than 1000,1,1,1,1,0,0,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,1,-1,31.0,1,White
736,736,More than 1000,1,1,1,0,0,2,1,0,0,0,1,1,5.0,2.0,-1,-1,-1,,0,0,0,0,37.0,0,White
737,737,26-100,1,1,1,1,0,0,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,36.0,cis male,White
738,738,100-500,1,1,1,1,0,1,1,0,1,0,1,1,7.0,4.0,-1,-1,-1,,1,1,1,0,42.0,1,White
739,739,100-500,1,1,1,1,2,1,1,1,0,0,2,0,8.0,7.0,-1,-1,-1,,1,1,2,0,29.0,1,I prefer not to answer
740,740,500-1000,1,1,1,1,1,1,2,1,0,0,2,1,8.0,6.0,-1,-1,-1,,1,1,1,1,41.0,1,White
741,741,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,1,0,0,0,37.0,0,White
742,742,26-100,1,1,1,1,1,2,1,0,1,0,1,1,7.0,6.0,-1,-1,-1,,0,1,0,0,53.0,0,White
743,743,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,2,1,1,-1,43.0,0,White
744,744,500-1000,1,1,2,0,0,2,2,1,0,0,0,0,4.0,0.0,-1,-1,-1,,0,0,2,2,44.0,0,White
745,745,100-500,0,1,1,1,2,1,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,0,37.0,1,I prefer not to answer
746,746,26-100,1,1,1,0,0,2,2,1,2,1,2,1,5.0,5.0,-1,-1,-1,,1,1,2,-1,57.0,1,White
747,747,More than 1000,1,1,1,1,1,1,1,1,1,0,0,0,6.0,4.0,-1,-1,-1,,0,1,0,2,47.0,0,White
748,748,100-500,1,1,1,1,1,1,1,1,1,0,2,0,9.0,6.0,-1,-1,-1,,0,1,0,0,34.0,0,White
749,749,26-100,1,1,1,1,0,0,1,0,1,1,2,0,4.0,5.0,-1,-1,-1,,1,1,1,0,29.0,0,White
750,750,500-1000,0,1,2,0,0,0,2,1,0,0,2,1,7.0,0.0,-1,-1,-1,,1,1,0,1,38.0,0,White
751,751,26-100,1,1,2,0,0,2,1,0,1,0,1,1,6.0,6.0,-1,-1,-1,,1,1,0,0,41.0,0,
752,752,6-25,1,1,1,0,2,0,1,0,1,1,1,1,8.0,4.0,-1,-1,-1,,1,1,0,0,40.0,0,White
753,753,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,1,1,1,2,,-1,
754,754,26-100,1,1,1,1,0,0,0,1,1,1,0,0,6.0,4.0,-1,-1,-1,,1,0,0,2,30.0,dude,White
755,755,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,0,,-1,
