,Unnamed: 0,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race,survey_year
531,531,531,100-500,1,1,1,0,0,2,2,0,2,0,1,1,7.0,6.0,-1,-1,-1,,1,1,1,2,41.0,1,More than one of the above,2017
532,532,532,100-500,1,1,1,0,1,1,1,0,2,0,2,0,10.0,10.0,-1,-1,-1,,0,0,0,0,25.0,1,White,2017
533,533,533,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,1,1,0,1,33.0,woman-identified,,2017
534,534,534,26-100,1,1,1,1,0,0,1,1,1,0,1,0,9.0,2.0,-1,-1,-1,,0,0,0,0,36.0,contextual,White,2017
535,535,535,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,40.0,0,,2017
536,536,536,100-500,1,0,1,0,1,0,1,1,0,0,2,0,5.0,6.0,-1,-1,-1,,0,0,1,2,23.0,1,White,2017
537,537,537,6-25,1,1,0,1,0,0,2,0,1,0,1,1,5.0,4.0,-1,-1,-1,,0,0,0,-1,37.0,0,,2017
538,538,538,100-500,0,1,1,1,1,1,1,1,1,0,2,1,6.0,6.0,-1,-1,-1,,1,1,2,0,42.0,0,White,2017
539,539,539,100-500,0,1,2,0,0,0,2,1,2,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,1,35.0,1,White,2017
540,540,540,100-500,1,0,1,1,0,2,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,0,1,1,0,32.0,1,White,2017
541,541,541,100-500,1,1,2,0,2,2,1,1,2,0,0,0,4.0,7.0,-1,-1,-1,,0,0,1,0,23.0,0,White,2017
542,542,542,100-500,1,1,1,1,1,2,2,1,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,1,0,35.0,1,White,2017
543,543,543,100-500,1,1,1,1,1,1,1,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,0,0,34.0,1,White,2017
544,544,544,100-500,1,1,2,0,1,2,1,1,0,0,0,0,8.0,9.0,-1,-1,-1,,1,0,1,1,24.0,1,White,2017
545,545,545,100-500,1,1,1,1,0,1,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,38.0,0,White,2017
546,546,546,100-500,1,1,0,-1,0,0,2,1,0,1,0,0,5.0,5.0,-1,-1,-1,,1,1,0,-1,42.0,0,,2017
547,547,547,100-500,1,1,1,1,0,1,1,0,2,0,2,0,8.0,8.0,-1,-1,-1,,1,0,2,0,23.0,1,White,2017
548,548,548,100-500,1,1,1,1,2,1,2,1,2,1,1,1,7.0,6.0,-1,-1,-1,,1,1,2,-1,39.0,-1,White,2017
549,549,549,100-500,1,1,1,0,1,1,2,1,2,0,0,0,6.0,5.0,-1,-1,-1,,1,1,1,0,30.0,0,White,2017
550,550,550,100-500,1,1,1,1,1,1,2,1,1,1,2,1,10.0,10.0,-1,-1,-1,,0,1,2,0,35.0,1,White,2017
551,551,551,100-500,1,0,1,1,0,1,1,1,2,0,0,0,1.0,4.0,-1,-1,-1,,1,1,0,1,29.0,1,White,2017
552,552,552,100-500,1,1,1,0,1,0,2,1,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,2,0,24.0,1,White,2017
553,553,553,500-1000,1,1,1,0,1,2,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,0,1,0,35.0,0,White,2017
554,554,554,100-500,1,1,1,1,0,0,1,1,1,1,1,1,5.0,3.0,-1,-1,-1,,2,0,2,0,30.0,0,White,2017
555,555,555,6-25,1,1,2,0,0,0,1,1,1,1,1,0,7.0,7.0,-1,-1,-1,,0,1,0,2,28.0,1,Asian,2017
556,556,556,100-500,1,1,1,1,1,2,1,1,2,0,1,1,5.0,6.0,-1,-1,-1,,1,1,1,0,32.0,1,White,2017
557,557,557,100-500,1,1,1,1,1,1,1,0,2,0,1,0,10.0,8.0,-1,-1,-1,,1,1,1,2,34.0,0,White,2017
558,558,558,26-100,1,1,1,1,0,0,2,1,2,0,1,1,2.0,5.0,-1,-1,-1,,1,1,2,0,33.0,0,White,2017
559,559,559,100-500,1,1,1,1,1,2,2,1,1,1,1,1,10.0,7.0,-1,-1,-1,,0,0,0,0,32.0,0,White,2017
560,560,560,100-500,1,1,1,0,0,1,2,1,1,1,1,1,7.0,5.0,-1,-1,-1,,0,0,2,0,27.0,1,Asian,2017
561,561,561,100-500,1,0,1,1,1,0,2,0,2,0,0,0,8.0,8.0,-1,-1,-1,,0,1,1,0,23.0,1,White,2017
562,562,562,100-500,0,1,-1,-1,0,2,1,1,2,1,2,1,7.0,7.0,-1,-1,-1,,1,1,1,0,30.0,0,,2017
563,563,563,100-500,1,0,1,1,1,2,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,24.0,0,White,2017
564,564,564,100-500,1,1,1,1,1,1,2,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,0,34.0,1,White,2017
565,565,565,100-500,1,1,1,1,1,1,1,1,2,0,2,0,8.0,8.0,-1,-1,-1,,2,0,2,-1,32.0,0,White,2017
566,566,566,100-500,1,1,2,0,0,0,2,1,2,0,2,0,5.0,4.0,-1,-1,-1,,1,1,1,1,41.0,1,White,2017
567,567,567,100-500,1,1,1,1,0,0,2,1,0,0,2,1,5.0,2.0,-1,-1,-1,,1,1,2,2,37.0,0,White,2017
568,568,568,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,0,27.0,0,,2017
569,569,569,26-100,1,1,2,0,0,2,2,0,1,0,1,0,10.0,7.0,-1,-1,-1,,1,1,1,-1,26.0,0,White,2017
570,570,570,6-25,1,1,2,-1,0,2,1,1,1,0,2,1,10.0,7.0,-1,-1,-1,,0,1,2,0,24.0,0,White,2017
571,571,571,26-100,1,1,1,1,0,0,1,0,1,1,1,1,3.0,5.0,-1,-1,-1,,1,1,0,0,44.0,0,White,2017
572,572,572,More than 1000,1,1,2,0,0,0,1,1,2,0,0,0,6.0,3.0,-1,-1,-1,,1,0,0,0,40.0,0,,2017
573,573,573,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,0,-1,42.0,0,White,2017
574,574,574,More than 1000,0,1,1,0,1,1,2,1,2,1,0,1,8.0,5.0,-1,-1,-1,,1,1,1,1,27.0,non binary,White,2017
575,575,575,6-25,1,1,2,0,0,0,2,1,2,0,2,0,4.0,3.0,-1,-1,-1,,1,1,2,0,40.0,0,,2017
576,576,576,More than 1000,0,1,1,1,1,1,1,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,38.0,genderqueer demigirl,White,2017
577,577,577,500-1000,1,1,1,1,1,1,1,1,1,1,2,1,7.0,5.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2017
578,578,578,26-100,1,0,1,1,0,0,2,0,0,0,2,0,8.0,4.0,-1,-1,-1,,1,1,2,1,27.0,1,White,2017
579,579,579,More than 1000,0,1,1,0,0,2,2,1,2,0,0,0,8.0,6.0,-1,-1,-1,,0,1,0,0,34.0,0,White,2017
580,580,580,26-100,1,1,0,-1,0,0,2,0,2,0,2,0,3.0,0.0,-1,-1,-1,,0,0,1,0,26.0,0,White,2017
581,581,581,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,2,33.0,1,White,2017
582,582,582,100-500,1,1,1,0,0,1,1,0,1,1,1,1,7.0,4.0,-1,-1,-1,,1,1,1,0,39.0,0,White,2017
583,583,583,100-500,0,1,0,-1,1,1,2,0,1,1,1,0,3.0,3.0,-1,-1,-1,,-1,1,1,0,33.0,genderqueer/non-binary,,2017
584,584,584,500-1000,0,1,1,1,0,0,2,1,0,1,2,1,7.0,1.0,-1,-1,-1,,1,1,1,0,37.0,1,White,2017
585,585,585,26-100,0,1,2,0,1,2,2,1,2,0,0,0,5.0,5.0,-1,-1,-1,,0,0,2,-1,30.0,0,White,2017
586,586,586,6-25,1,1,0,-1,0,0,2,2,2,0,1,0,3.0,3.0,-1,-1,-1,,0,0,1,0,22.0,0,,2017
587,587,587,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,-1,29.0,0,Black or African American,2017
588,588,588,6-25,1,1,2,-1,0,2,2,0,1,0,1,0,6.0,8.0,-1,-1,-1,,0,0,0,-1,51.0,1,,2017
589,589,589,More than 1000,0,1,1,1,2,2,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,1,1,24.0,0,White,2017
590,590,590,More than 1000,1,1,1,0,0,1,1,1,2,0,0,0,6.0,6.0,-1,-1,-1,,1,1,2,0,37.0,0,White,2017
591,591,591,500-1000,0,1,1,1,0,1,1,1,1,0,1,0,9.0,9.0,-1,-1,-1,,0,0,0,0,46.0,0,White,2017
592,592,592,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,1,1,1,43.0,0,,2017
593,593,593,More than 1000,0,1,1,1,0,0,2,0,2,1,0,0,2.0,2.0,-1,-1,-1,,1,1,2,-1,50.0,0,White,2017
594,594,594,100-500,1,1,1,0,2,1,2,1,1,0,2,1,6.0,5.0,-1,-1,-1,,1,1,1,0,30.0,0,White,2017
595,595,595,26-100,1,1,2,-1,0,0,2,0,1,1,1,0,0.0,5.0,-1,-1,-1,,0,0,1,-1,27.0,0,White,2017
596,596,596,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,0,0,0,-1,31.0,0,,2017
597,597,597,More than 1000,1,1,1,1,2,2,2,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,-1,32.0,0,White,2017
598,598,598,6-25,1,1,1,1,0,0,2,1,1,1,0,0,0.0,0.0,-1,-1,-1,,1,1,1,-1,34.0,0,White,2017
599,599,599,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,49.0,0,White,2017
600,600,600,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,1,0,2,-1,37.0,0,,2017
601,601,601,500-1000,1,1,1,1,0,1,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,1,0,35.0,cis-female,White,2017
602,602,602,100-500,1,1,-1,-1,0,0,2,1,2,0,1,1,7.0,6.0,-1,-1,-1,,1,1,2,-1,33.0,nonbinary,,2017
603,603,603,26-100,1,1,0,0,1,0,1,1,0,1,1,0,7.0,9.0,-1,-1,-1,,0,0,0,0,32.0,0,,2017
604,604,604,More than 1000,0,1,1,1,1,1,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,0,31.0,0,White,2017
605,605,605,More than 1000,0,1,1,1,0,0,1,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,1,33.0,0,White,2017
606,606,606,More than 1000,1,1,1,1,0,0,2,1,0,0,0,0,3.0,0.0,-1,-1,-1,,2,1,1,-1,40.0,1,White,2017
607,607,607,500-1000,1,1,1,1,0,1,2,1,1,0,1,0,7.0,7.0,-1,-1,-1,,0,0,1,0,40.0,0,White,2017
608,608,608,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,0,0,0,2,56.0,0,White,2017
609,609,609,26-100,1,1,1,1,0,0,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,28.0,nonbinary,White,2017
610,610,610,1-5,0,1,2,0,0,0,2,1,0,0,0,0,6.0,3.0,-1,-1,-1,,0,0,2,0,25.0,0,White,2017
611,611,611,6-25,1,1,1,1,1,1,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,48.0,0,White,2017
612,612,612,More than 1000,0,1,1,1,1,1,2,1,2,1,2,1,7.0,5.0,-1,-1,-1,,1,1,1,1,43.0,cis female,White,2017
613,613,613,26-100,1,1,1,1,0,0,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,0,0,1,2,29.0,0,White,2017
614,614,614,More than 1000,0,1,-1,-1,1,1,2,0,2,1,1,0,10.0,7.0,-1,-1,-1,,1,1,2,0,36.0,nonbinary,White,2017
615,615,615,100-500,1,1,1,1,0,2,1,1,2,1,2,1,9.0,4.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2017
616,616,616,26-100,1,0,-1,1,0,2,2,1,2,0,2,0,8.0,7.0,-1,-1,-1,,1,1,2,1,31.0,1,White,2017
617,617,617,More than 1000,1,1,1,0,2,0,2,0,2,0,1,0,7.0,7.0,-1,-1,-1,,0,0,0,0,33.0,0,,2017
618,618,618,More than 1000,0,1,1,1,1,1,2,1,0,0,0,0,6.0,6.0,-1,-1,-1,,1,1,2,-1,49.0,0,White,2017
619,619,619,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,1,2,38.0,0,,2017
620,620,620,6-25,1,1,0,0,0,0,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,30.0,1,,2017
621,621,621,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,-1,1,1,-1,36.0,0,,2017
622,622,622,100-500,0,1,1,1,1,1,2,1,0,0,2,0,5.0,5.0,-1,-1,-1,,2,1,1,-1,32.0,woman,White,2017
623,623,623,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,0,1,0,36.0,0,White,2017
624,624,624,100-500,1,1,1,0,0,0,2,1,0,0,2,0,8.0,4.0,-1,-1,-1,,1,1,0,-1,40.0,1,White,2017
625,625,625,26-100,1,1,0,-1,0,0,2,1,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,0,0,28.0,0,,2017
626,626,626,More than 1000,1,1,0,0,2,2,2,1,0,0,0,0,8.0,4.0,-1,-1,-1,,0,0,0,0,21.0,1,,2017
627,627,627,500-1000,1,1,1,1,1,1,2,0,2,0,1,1,7.0,5.0,-1,-1,-1,,1,1,1,-1,46.0,0,White,2017
628,628,628,6-25,1,1,-1,-1,0,0,2,1,2,0,2,0,10.0,6.0,-1,-1,-1,,1,1,1,0,20.0,0,,2017
629,629,629,More than 1000,0,1,1,1,2,1,2,1,1,1,2,1,8.0,6.0,-1,-1,-1,,1,1,2,0,30.0,0,White,2017
630,630,630,100-500,1,1,2,0,1,2,2,0,1,0,2,0,8.0,8.0,-1,-1,-1,,1,1,0,0,44.0,1,White,2017
631,631,631,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,0,34.0,0,,2017
632,632,632,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,-1,38.0,1,White,2017
633,633,633,6-25,1,1,2,0,2,0,2,1,2,0,2,0,7.0,5.0,-1,-1,-1,,1,1,2,1,35.0,0,White,2017
634,634,634,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,76-100%,1,0,1,-1,45.0,1,White,2017
635,635,635,100-500,1,1,2,0,0,0,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,35.0,0,,2017
636,636,636,6-25,1,1,1,0,0,0,2,1,2,0,2,0,10.0,8.0,-1,-1,-1,,0,0,0,0,30.0,0,White,2017
637,637,637,100-500,1,1,2,0,0,2,1,1,1,0,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,22.0,1,Asian,2017
638,638,638,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,0,0,1,1,33.0,0,White,2017
639,639,639,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,0,,1,0,2,-1,30.0,0,,2017
640,640,640,100-500,1,1,1,1,0,1,2,1,0,0,2,0,7.0,7.0,-1,-1,-1,,0,0,1,-1,41.0,0,White,2017
641,641,641,26-100,1,1,2,0,2,2,2,1,2,0,0,0,4.0,4.0,-1,-1,-1,,0,0,0,1,32.0,0,White,2017
642,642,642,100-500,1,1,1,1,0,2,2,1,1,0,2,0,8.0,8.0,-1,-1,-1,,0,0,0,-1,48.0,0,White,2017
643,643,643,26-100,1,1,1,-1,0,0,2,1,0,0,2,1,8.0,0.0,-1,-1,-1,,1,1,1,1,32.0,0,,2017
644,644,644,500-1000,0,1,2,0,0,2,2,1,0,0,2,0,8.0,5.0,-1,-1,-1,,1,0,2,-1,30.0,0,White,2017
645,645,645,26-100,0,1,1,0,0,0,1,1,1,1,2,1,7.0,3.0,-1,-1,-1,,1,1,1,0,45.0,1,White,2017
646,646,646,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,31.0,1,White,2017
647,647,647,26-100,1,1,0,0,0,0,2,1,0,0,2,0,3.0,0.0,-1,-1,-1,,2,0,0,-1,32.0,\-,,2017
648,648,648,More than 1000,0,1,2,0,0,0,2,0,1,0,1,1,9.0,0.0,-1,-1,-1,,0,1,2,0,30.0,0,White,2017
649,649,649,6-25,1,1,1,0,0,0,2,1,0,0,2,0,3.0,3.0,-1,-1,-1,,1,1,2,-1,32.0,0,White,2017
650,650,650,100-500,1,1,1,1,0,0,2,1,0,0,2,1,5.0,4.0,-1,-1,-1,,1,1,1,2,37.0,1,White,2017
651,651,651,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,0,1,1,30.0,0,White,2017
652,652,652,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,0,31.0,trans woman,,2017
653,653,653,6-25,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0.0,-1,-1,-1,,1,1,0,0,30.0,0,White,2017
654,654,654,100-500,1,1,0,-1,0,0,0,1,2,0,2,0,7.0,3.0,-1,-1,-1,,2,1,2,0,35.0,1,,2017
655,655,655,More than 1000,1,1,1,0,2,2,2,1,2,0,2,1,7.0,5.0,-1,-1,-1,,0,1,2,0,37.0,0,White,2017
656,656,656,26-100,1,1,0,1,0,0,1,1,2,1,1,0,5.0,4.0,-1,-1,-1,,1,1,1,-1,26.0,0,,2017
657,657,657,26-100,1,1,1,1,0,0,2,0,2,0,2,0,3.0,3.0,-1,-1,-1,,1,1,1,2,50.0,0,White,2017
658,658,658,6-25,1,1,2,0,0,0,2,1,2,0,0,0,2.0,2.0,-1,-1,-1,,1,0,2,2,32.0,0,White,2017
659,659,659,100-500,1,1,2,0,2,1,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,0,32.0,0,White,2017
660,660,660,1-5,1,1,-1,-1,0,0,0,1,2,0,2,0,2.0,2.0,-1,-1,-1,,0,0,0,-1,23.0,0,White,2017
661,661,661,26-100,1,1,2,0,2,1,2,1,0,0,2,1,5.0,4.0,-1,-1,-1,,1,1,1,2,40.0,1,More than one of the above,2017
662,662,662,1-5,1,1,2,0,0,2,2,1,2,0,2,0,0.0,0.0,-1,-1,-1,,0,0,0,-1,36.0,0,White,2017
663,663,663,26-100,1,0,2,0,2,0,2,0,2,1,1,1,5.0,5.0,-1,-1,-1,,1,0,1,0,24.0,1,White,2017
664,664,664,6-25,1,1,1,0,0,2,2,1,1,0,2,1,7.0,7.0,-1,-1,-1,,0,0,0,-1,29.0,1,White,2017
665,665,665,26-100,1,1,1,0,0,2,2,1,2,0,1,0,6.0,2.0,-1,-1,-1,,0,0,2,-1,28.0,0,White,2017
666,666,666,26-100,1,1,0,1,0,2,1,0,1,1,0,0,8.0,6.0,-1,-1,-1,,1,0,0,0,51.0,0,White,2017
667,667,667,26-100,1,1,2,0,0,2,1,0,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,1,0,36.0,0,White,2017
668,668,668,26-100,1,1,1,0,0,1,1,1,2,0,2,0,6.0,6.0,-1,-1,-1,,0,0,0,0,40.0,0,White,2017
669,669,669,100-500,1,1,1,0,0,1,2,1,0,0,2,0,8.0,5.0,-1,-1,-1,,1,1,2,-1,39.0,0,,2017
670,670,670,100-500,1,1,2,0,2,2,2,0,1,0,2,0,6.0,7.0,-1,-1,-1,,0,0,0,0,32.0,1,,2017
671,671,671,100-500,0,1,0,0,1,0,0,1,0,0,0,0,5.0,1.0,-1,-1,-1,,1,0,1,0,45.0,0,White,2017
672,672,672,500-1000,1,1,2,0,2,2,2,0,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,1,0,39.0,0,White,2017
673,673,673,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,51-75%,1,1,2,-1,33.0,0,White,2017
674,674,674,More than 1000,1,1,1,1,1,1,1,1,2,0,2,1,7.0,5.0,-1,-1,-1,,1,1,2,-1,46.0,0,White,2017
675,675,675,26-100,1,1,2,0,0,2,2,1,0,0,2,0,6.0,3.0,-1,-1,-1,,1,0,2,0,34.0,0,White,2017
676,676,676,6-25,1,1,2,-1,0,0,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,0,0,1,0,30.0,0,,2017
677,677,677,6-25,1,1,-1,-1,0,0,2,0,1,1,1,0,10.0,10.0,-1,-1,-1,,1,1,1,0,31.0,0,White,2017
678,678,678,26-100,1,1,1,1,0,0,0,1,0,0,0,0,8.0,4.0,-1,-1,-1,,1,1,1,1,28.0,0,White,2017
679,679,679,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,0,31.0,0,,2017
680,680,680,100-500,0,1,1,1,0,0,1,1,2,1,2,1,2.0,2.0,-1,-1,-1,,0,1,0,-1,32.0,0,,2017
681,681,681,More than 1000,1,1,2,0,2,2,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,2,39.0,0,White,2017
682,682,682,More than 1000,1,1,1,0,1,1,1,0,1,1,1,1,5.0,4.0,-1,-1,-1,,0,0,1,0,45.0,1,White,2017
683,683,683,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,2,0,0,1,26.0,0,White,2017
684,684,684,More than 1000,1,1,1,1,1,1,1,0,2,1,2,1,8.0,8.0,-1,-1,-1,,0,1,2,0,36.0,1,White,2017
685,685,685,500-1000,1,1,1,0,0,0,2,0,2,0,1,1,2.0,2.0,-1,-1,-1,,1,1,2,2,26.0,0,White,2017
686,686,686,6-25,1,1,2,0,0,0,2,1,1,0,2,0,0.0,5.0,-1,-1,-1,,2,1,2,0,55.0,1,White,2017
687,687,687,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,1,32.0,1,,2017
688,688,688,More than 1000,1,1,1,0,0,0,2,0,0,0,2,1,8.0,0.0,-1,-1,-1,,1,1,1,2,40.0,transfeminine,White,2017
689,689,689,More than 1000,0,1,2,0,0,0,2,1,2,0,0,1,7.0,3.0,-1,-1,-1,,1,1,1,0,27.0,1,White,2017
690,690,690,More than 1000,0,1,1,1,2,1,1,1,2,0,2,1,10.0,7.0,-1,-1,-1,,1,1,1,0,45.0,1,White,2017
691,691,691,26-100,1,1,0,0,0,0,2,0,1,0,1,0,5.0,0.0,-1,-1,-1,,1,1,0,2,34.0,1,White,2017
692,692,692,500-1000,0,1,2,0,0,0,2,1,1,0,0,0,3.0,3.0,-1,-1,-1,,0,0,1,1,31.0,0,White,2017
693,693,693,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,1,1,1,29.0,1,,2017
694,694,694,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,0,0,-1,31.0,0,,2017
695,695,695,100-500,0,1,1,1,0,2,2,1,1,0,0,0,9.0,9.0,-1,-1,-1,,1,1,0,0,40.0,0,White,2017
696,696,696,26-100,0,1,1,1,0,0,1,1,1,1,2,1,5.0,2.0,-1,-1,-1,,0,0,1,-1,41.0,0,White,2017
697,697,697,100-500,1,1,2,0,0,2,2,0,2,0,2,0,8.0,6.0,-1,-1,-1,,0,0,0,-1,39.0,0,White,2017
698,698,698,6-25,1,1,1,1,0,2,2,1,0,0,0,0,7.0,0.0,-1,-1,-1,,0,0,0,0,39.0,0,White,2017
699,699,699,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,35.0,1,White,2017
700,700,700,More than 1000,1,1,2,0,0,2,2,0,2,0,2,0,5.0,3.0,-1,-1,-1,,0,0,2,-1,37.0,0,White,2017
701,701,701,6-25,0,1,1,0,1,0,1,1,0,0,1,0,8.0,0.0,-1,-1,-1,,0,0,0,1,32.0,0,,2017
702,702,702,100-500,1,1,2,-1,2,2,2,1,2,0,2,0,8.0,8.0,-1,-1,-1,,0,0,1,-1,24.0,0,,2017
703,703,703,More than 1000,1,1,-1,-1,2,2,2,0,1,0,1,1,9.0,9.0,-1,-1,-1,,1,1,0,2,40.0,1,,2017
704,704,704,26-100,0,0,1,0,0,0,2,0,0,0,1,1,0.0,4.0,-1,-1,-1,,1,1,1,0,25.0,cis-male,White,2017
705,705,705,26-100,1,1,1,1,0,1,1,0,2,1,2,0,5.0,7.0,-1,-1,-1,,0,0,0,-1,49.0,0,,2017
706,706,706,100-500,0,1,2,0,0,0,2,0,2,1,2,1,3.0,3.0,-1,-1,-1,,1,1,1,2,28.0,0,White,2017
707,707,707,6-25,1,1,-1,-1,0,2,2,1,2,1,1,1,8.0,7.0,-1,-1,-1,,0,1,1,0,22.0,0,White,2017
708,708,708,More than 1000,1,1,1,0,0,1,2,1,1,0,0,0,7.0,5.0,-1,-1,-1,,0,0,0,-1,41.0,0,I prefer not to answer,2017
709,709,709,26-100,1,1,0,-1,0,2,2,0,1,0,2,0,5.0,3.0,-1,-1,-1,,0,0,0,0,36.0,0,White,2017
710,710,710,1-5,1,1,2,0,0,2,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,0,0,32.0,0,White,2017
